Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
2353,57.0,1.0,"""15.12.2015""","""EU-United Arab Emirates agreement on the short-stay visa waiver""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Gabriel""","""A8-0324/2015""","""2015/0062/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0324&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""single vote""",1.0,,0,"""RCV""","""+""",537,80,59,42.0,17.0,194.0,44.0,4.0,61.0,171.0,4.0,0.6,0.354,0.878,0.88,0.077,0.91,0.895,0.077,1,0,0,0
2359,57.0,1.0,"""15.12.2015""","""Scheme of control and enforcement applicable in the North-East Atlantic fisheries""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Christensen""","""A8-0294/2015""","""2015/0063/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0294&language=EN""","""Committee on Fisheries""","""Fisheries""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",659,28,9,64.0,42.0,203.0,47.0,14.0,64.0,180.0,45.0,0.914,0.875,0.919,0.94,0.269,0.955,0.942,0.865,1,0,0,0
2360,57.0,1.0,"""15.12.2015""","""Suspension of exceptional trade measures with regard to Bosnia and Herzegovina""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Bettini""","""A8-0060/2015""","""2014/0197/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0060&language=EN""","""Committee on International Trade""","""International trade""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",534,128,36,65.0,16.0,203.0,1.0,7.0,63.0,179.0,0.0,0.929,0.333,0.919,0.02,0.135,0.94,0.937,0.0,1,0,0,0
2459,59.0,1.0,"""17.12.2015""","""EU-Vietnam Framework Agreement on Comprehensive Partnership and Cooperation (protocol to take account of the accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Kalniete""","""A8-0340/2015""","""2014/0222/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0340&language=EN""","""Committee on Foreign Affairs""","""Foreign & security policy""","""single vote""",1.0,,0,"""RCV""","""+""",533,51,46,58.0,20.0,180.0,43.0,8.0,57.0,162.0,5.0,0.829,0.417,0.814,0.86,0.154,0.851,0.848,0.096,1,0,0,0
2460,59.0,1.0,"""17.12.2015""","""EU-Vietnam Framework Agreement on Comprehensive Partnership and Cooperation (consent)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Lochbihler""","""A8-0339/2015""","""2013/0440/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0339&language=EN""","""Committee on Foreign Affairs""","""Foreign & security policy""","""single vote""",1.0,,0,"""RCV""","""+""",523,56,48,57.0,18.0,177.0,43.0,7.0,59.0,161.0,1.0,0.814,0.375,0.801,0.86,0.135,0.881,0.843,0.019,1,0,0,0
2543,61.0,1.0,"""20.01.2016""","""Presumption of innocence and right to be present at trial in criminal proceedings""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Griesbeck""","""A8-0133/2015""","""2013/0407/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0133&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",577,48,86,9.0,21.0,209.0,47.0,7.0,62.0,179.0,43.0,0.129,0.438,0.946,0.94,0.135,0.925,0.937,0.827,1,0,1,0
2544,61.0,1.0,"""20.01.2016""","""Personal protective equipment""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ford""","""A8-0148/2015""","""2014/0108/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0148&language=EN""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",606,53,50,65.0,19.0,211.0,47.0,14.0,62.0,179.0,9.0,0.929,0.396,0.955,0.94,0.269,0.925,0.937,0.173,1,0,0,0
2545,61.0,1.0,"""20.01.2016""","""Appliances burning gaseous fuels""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Stihler""","""A8-0147/2015""","""2014/0136/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0147&language=EN""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",629,63,16,64.0,17.0,211.0,48.0,9.0,60.0,178.0,42.0,0.914,0.354,0.955,0.96,0.173,0.896,0.932,0.808,1,0,0,0
2546,61.0,1.0,"""20.01.2016""","""Cableway installations""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""White""","""A8-0063/2015""","""2014/0107/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0063&language=EN""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",639,69,2,59.0,26.0,212.0,48.0,11.0,61.0,179.0,43.0,0.843,0.542,0.959,0.96,0.212,0.91,0.937,0.827,1,0,0,0
2551,62.0,1.0,"""21.01.2016""","""EU-Kosovo Stabilisation and Association Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Lunacek""","""A8-0372/2015""","""2015/0094/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0372&language=EN""","""Committee on Foreign Affairs""","""Foreign & security policy""","""approbation""",1.0,,0,"""RCV""","""+""",468,102,81,55.0,16.0,162.0,41.0,6.0,53.0,134.0,1.0,0.786,0.333,0.733,0.82,0.115,0.791,0.702,0.019,1,0,0,0
2588,63.0,1.0,"""2.02.2016""","""Rules governing the movement of persons across borders (Schengen Borders Code)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hautala""","""A8-0359/2015""","""2015/0006/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0359&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",533,86,36,12.0,15.0,199.0,47.0,7.0,61.0,160.0,32.0,0.171,0.312,0.9,0.94,0.135,0.91,0.838,0.615,1,0,0,0
2589,63.0,1.0,"""2.02.2016""","""Amendments to the 1998 Protocol to the 1979 Convention on long-range transboundary air pollution on heavy metals""","""***""","""Leg""","""Draft legislative resolution""","""s""","""La Via""","""A8-0002/2016""","""2014/0359/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0002&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""approbation""",1.0,,0,"""RCV""","""+""",617,25,30,62.0,25.0,204.0,47.0,12.0,62.0,166.0,39.0,0.886,0.521,0.923,0.94,0.231,0.925,0.869,0.75,1,0,0,0
2590,63.0,1.0,"""2.02.2016""","""Amendments to the 1998 Protocol to the 1979 Convention on long-range transboundary air pollution on persistent organic pollutants""","""***""","""Leg""","""Draft legislative resolution""","""s""","""La Via""","""A8-0001/2016""","""2014/0358/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0001&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""approbation""",1.0,,0,"""RCV""","""+""",624,21,34,62.0,26.0,204.0,46.0,13.0,62.0,169.0,42.0,0.886,0.542,0.923,0.92,0.25,0.925,0.885,0.808,1,0,0,0
2595,63.0,3.0,"""2.02.2016""","""Establishment of a European Platform to enhance cooperation in the prevention and deterrence of undeclared work""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Pirinski""","""A8-0172/2015""","""2014/0124/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0172&language=EN""","""Committee on Employment and Social Affairs""","""Employment & social affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",619,69,7,64.0,21.0,204.0,48.0,8.0,61.0,174.0,39.0,0.914,0.438,0.923,0.96,0.154,0.91,0.911,0.75,1,0,0,0
2602,64.0,1.0,"""3.02.2016""","""EU-Moldova Association Agreement: safeguard clause and the anti-circumvention mechanism""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Scholz""","""A8-0364/2015""","""2015/0079/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0364&language=EN""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",577,11,52,53.0,19.0,199.0,46.0,10.0,61.0,152.0,37.0,0.757,0.396,0.9,0.92,0.192,0.91,0.796,0.712,1,0,0,0
2603,64.0,1.0,"""3.02.2016""","""EU-Georgia Association Agreement: anti-circumvention mechanism""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Landsbergis""","""A8-0365/2015""","""2015/0080/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0365&language=EN""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",623,9,60,64.0,19.0,206.0,48.0,11.0,65.0,174.0,36.0,0.914,0.396,0.932,0.96,0.212,0.97,0.911,0.692,1,0,0,0
2666,67.0,1.0,"""25.02.2016""","""Authorisation for Austria to sign and ratify, and Malta to accede to, the Hague Convention of 15 November 1965""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Uspaskich""","""A8-0018/2016""","""2013/0177/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0018&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""approbation""",1.0,,0,"""RCV""","""+""",566,14,65,11.0,37.0,189.0,45.0,14.0,63.0,160.0,47.0,0.157,0.771,0.855,0.9,0.269,0.94,0.838,0.904,1,0,0,0
2673,67.0,5.0,"""25.02.2016""","""European network of Employment Services, workers' access to mobility services and the further integration of labour markets""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Becker""","""A8-0224/2015""","""2014/0002/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0224&language=EN""","""Committee on Employment and Social Affairs""","""Employment & social affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",576,56,21,54.0,16.0,193.0,46.0,7.0,60.0,162.0,38.0,0.771,0.333,0.873,0.92,0.135,0.896,0.848,0.731,1,0,0,0
2678,67.0,5.0,"""25.02.2016""","""Introduction of emergency autonomous trade measures for Tunisia""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Sarnez""","""A8-0013/2016""","""2015/0218/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0013&language=EN""","""Committee on International Trade""","""International trade""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",475,126,35,49.0,3.0,173.0,43.0,6.0,61.0,129.0,11.0,0.7,0.062,0.783,0.86,0.115,0.91,0.675,0.212,1,0,0,0
2753,69.0,1.0,"""8.03.2016""","""Aid scheme for the supply of fruit and vegetables, bananas and milk in the educational establishments""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Tarabella""","""A8-0006/2016""","""2014/0014/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0006&language=EN""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",584,94,32,39.0,43.0,193.0,45.0,13.0,50.0,176.0,25.0,0.557,0.896,0.873,0.9,0.25,0.746,0.921,0.481,1,0,0,0
2767,69.0,14.0,"""8.03.2016""","""Market access to port services and financial transparency of ports""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fleckenstein""","""A8-0023/2016""","""2013/0157/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0023&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",451,243,18,25.0,15.0,167.0,6.0,3.0,55.0,144.0,36.0,0.357,0.312,0.756,0.12,0.058,0.821,0.754,0.692,1,0,0,0
2768,69.0,15.0,"""8.03.2016""","""Market access to port services and financial transparency of ports""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fleckenstein""","""A8-0023/2016""","""2013/0157/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0023&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",506,144,56,25.0,45.0,169.0,9.0,7.0,60.0,149.0,42.0,0.357,0.938,0.765,0.18,0.135,0.896,0.78,0.808,1,0,0,0
2769,69.0,1.0,"""8.03.2016""","""Harmonised indices of consumer prices""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Gualtieri""","""A8-0313/2015""","""2014/0346/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0313&language=EN""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",575,100,30,61.0,5.0,207.0,48.0,11.0,64.0,179.0,0.0,0.871,0.104,0.937,0.96,0.212,0.955,0.937,0.0,1,0,0,0
2823,70.0,1.0,"""9.03.2016""","""Reduction in the sulphur content of certain liquid fuels""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferrara""","""A8-0037/2016""","""2014/0216/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0037&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",665,24,5,62.0,49.0,206.0,48.0,15.0,63.0,174.0,48.0,0.886,1.021,0.932,0.96,0.288,0.94,0.911,0.923,1,0,0,0
2824,70.0,1.0,"""9.03.2016""","""Trade diversion into the European Union of certain key medicines""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferrara""","""A8-0038/2016""","""2014/0165/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0038&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",664,29,4,63.0,48.0,207.0,48.0,15.0,63.0,176.0,44.0,0.9,1.0,0.937,0.96,0.288,0.94,0.921,0.846,1,0,0,0
2826,70.0,1.0,"""9.03.2016""","""Procedural safeguards for children suspected or accused in criminal proceedings""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Chinnici""","""A8-0020/2015""","""2013/0408/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0020&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",613,30,56,42.0,22.0,206.0,48.0,11.0,63.0,173.0,48.0,0.6,0.458,0.932,0.96,0.212,0.94,0.906,0.923,1,0,1,0
2864,71.0,1.0,"""10.03.2016""","""Introduction of emergency autonomous trade measures for Tunisia""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Sarnez""","""A8-0013/2016""","""2015/0218/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0013&language=EN""","""Committee on International Trade""","""International trade""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",500,107,42,50.0,5.0,178.0,42.0,8.0,61.0,151.0,5.0,0.714,0.104,0.805,0.84,0.154,0.91,0.791,0.096,1,0,0,0
2893,71.0,29.0,"""10.03.2016""","""Veterinary medicinal products""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Grossetête""","""A8-0046/2016""","""2014/0257/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0046&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Refferal back to Commission""",1.0,,0,"""RCV""","""+""",585,30,16,49.0,38.0,179.0,42.0,12.0,61.0,163.0,41.0,0.7,0.792,0.81,0.84,0.231,0.91,0.853,0.788,1,0,0,0
2894,71.0,1.0,"""10.03.2016""","""Authorisation and supervision of veterinary medicinal products""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Tănăsescu""","""A8-0035/2016""","""2014/0256/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0035&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",549,36,9,49.0,22.0,172.0,42.0,7.0,61.0,159.0,37.0,0.7,0.458,0.778,0.84,0.135,0.91,0.832,0.712,1,0,0,0
2906,72.0,1.0,"""12.04.2016""","""Products originating in certain ACP states""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Wałęsa""","""A8-0010/2016""","""2015/0128/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0010&language=EN""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",613,28,55,64.0,44.0,207.0,42.0,12.0,64.0,179.0,1.0,0.914,0.917,0.937,0.84,0.231,0.955,0.937,0.019,1,0,0,0
2907,72.0,1.0,"""12.04.2016""","""Fisheries partnership agreement with Denmark and Greenland: fishing opportunities and financial contribution""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Affronte""","""A8-0067/2016""","""2015/0152/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0067&language=EN""","""Committee on Fisheries""","""Fisheries""","""single vote""",1.0,,0,"""RCV""","""+""",666,32,4,65.0,47.0,207.0,46.0,11.0,65.0,181.0,44.0,0.929,0.979,0.937,0.92,0.212,0.97,0.948,0.846,1,0,0,0
2908,72.0,1.0,"""12.04.2016""","""EU-Macao Agreement on certain aspects of air services""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Koch""","""A8-0072/2016""","""2012/0015/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0072&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",663,42,4,69.0,48.0,208.0,47.0,13.0,65.0,183.0,30.0,0.986,1.0,0.941,0.94,0.25,0.97,0.958,0.577,1,0,0,0
2912,72.0,1.0,"""12.04.2016""","""Breeding animals and their germinal products""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Dantin""","""A8-0288/2015""","""2014/0032/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0288&language=EN""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",620,64,31,67.0,3.0,211.0,46.0,5.0,63.0,183.0,42.0,0.957,0.062,0.955,0.92,0.096,0.94,0.958,0.808,1,0,0,0
3047,74.0,19.0,"""14.04.2016""","""Use of Passenger Name Record data (EU PNR)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kirkhope""","""A8-0248/2015""","""2011/0023/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0248&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",463,174,16,64.0,3.0,191.0,0.0,6.0,49.0,150.0,0.0,0.914,0.062,0.864,0.0,0.115,0.731,0.785,0.0,1,0,0,0
3048,74.0,20.0,"""14.04.2016""","""Use of Passenger Name Record data (EU PNR)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kirkhope""","""A8-0248/2015""","""2011/0023/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0248&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",461,179,9,64.0,7.0,188.0,0.0,6.0,46.0,150.0,0.0,0.914,0.146,0.851,0.0,0.115,0.687,0.785,0.0,1,0,0,0
3050,74.0,2.0,"""14.04.2016""","""Protection of trade secrets against their unlawful acquisition, use and disclosure""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Le Grip""","""A8-0199/2015""","""2013/0402/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0199&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",503,131,18,60.0,25.0,186.0,0.0,10.0,61.0,161.0,0.0,0.857,0.521,0.842,0.0,0.192,0.91,0.843,0.0,1,0,0,0
3104,75.0,1.0,"""28.04.2016""","""EU-Georgia Common Aviation Area Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Assis""","""A8-0128/2016""","""2014/0134/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0128&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",487,38,2,42.0,37.0,162.0,38.0,10.0,51.0,132.0,15.0,0.6,0.771,0.733,0.76,0.192,0.761,0.691,0.288,1,0,0,0
3105,75.0,1.0,"""28.04.2016""","""EU-Israel Euro-Mediterranean Aviation Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Assis""","""A8-0129/2016""","""2014/0187/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0129&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",543,43,9,50.0,42.0,179.0,39.0,9.0,56.0,148.0,20.0,0.714,0.875,0.81,0.78,0.173,0.836,0.775,0.385,1,0,0,0
3107,75.0,1.0,"""28.04.2016""","""Indices used as benchmarks in financial instruments and financial contracts""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Nieuwenhuizen""","""A8-0131/2015""","""2013/0314/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0131&language=EN""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",505,113,31,59.0,21.0,196.0,1.0,9.0,59.0,160.0,0.0,0.843,0.438,0.887,0.02,0.173,0.881,0.838,0.0,1,0,0,0
3247,76.0,1.0,"""10.05.2016""","""Protection against subsidised imports from countries not members of the EU""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hautala""","""A8-0257/2015""","""2014/0305/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0257&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",608,13,24,60.0,41.0,190.0,40.0,12.0,59.0,165.0,41.0,0.857,0.854,0.86,0.8,0.231,0.881,0.864,0.788,1,0,0,0
3248,76.0,1.0,"""10.05.2016""","""Protection against dumped imports from countries not members of the EU""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hautala""","""A8-0256/2015""","""2014/0309/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0256&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",621,12,24,60.0,42.0,194.0,42.0,13.0,61.0,167.0,42.0,0.857,0.875,0.878,0.84,0.25,0.91,0.874,0.808,1,0,0,0
3249,76.0,1.0,"""10.05.2016""","""EU-Liberia sustainable fisheries partnership agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Wałęsa""","""A8-0142/2016""","""2015/0224/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0142&language=EN""","""Committee on Fisheries""","""Fisheries""","""approbation""",1.0,,0,"""RCV""","""+""",584,35,43,42.0,45.0,194.0,40.0,11.0,61.0,167.0,24.0,0.6,0.938,0.878,0.8,0.212,0.91,0.874,0.462,1,0,0,0
3250,76.0,1.0,"""10.05.2016""","""EU-Mauritania fisheries partnership agreement: fishing opportunities and financial contribution""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Mato""","""A8-0147/2016""","""2015/0229/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0147&language=EN""","""Committee on Fisheries""","""Fisheries""","""approbation""",1.0,,0,"""RCV""","""+""",585,41,41,39.0,46.0,194.0,41.0,12.0,63.0,167.0,23.0,0.557,0.958,0.878,0.82,0.231,0.94,0.874,0.442,1,0,0,0
3251,76.0,1.0,"""10.05.2016""","""Cooperation agreement on a civil Global Navigation Satellite System (GNSS) with Korea""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Buonanno""","""A8-0065/2016""","""2015/0265/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0065&language=EN""","""Committee on Industry, Research and Energy""","""Industry, research & energy""","""approbation""",1.0,,0,"""RCV""","""+""",451,63,46,63.0,49.0,201.0,27.0,15.0,63.0,28.0,5.0,0.9,1.021,0.91,0.54,0.288,0.94,0.147,0.096,0,1,0,0
3253,76.0,1.0,"""10.05.2016""","""Statistics concerning balance of payments, international trade in services and foreign direct investment""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Giegold""","""A8-0227/2015""","""2014/0194/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0227&language=EN""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: legislative resolution""",1.0,,0,"""RCV""","""+""",563,39,82,57.0,3.0,205.0,43.0,8.0,63.0,172.0,12.0,0.814,0.062,0.928,0.86,0.154,0.94,0.901,0.231,1,0,0,0
3257,77.0,1.0,"""11.05.2016""","""Exemptions for commodity dealers""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Loones""","""A8-0064/2016""","""2015/0295/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0064&language=EN""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""single vote""",1.0,,0,"""RCV""","""+""",547,60,50,62.0,5.0,196.0,41.0,7.0,63.0,171.0,2.0,0.886,0.104,0.887,0.82,0.135,0.94,0.895,0.038,1,0,0,0
3378,82.0,1.0,"""7.06.2016""","""Eliminating illicit trade in tobacco products: protocol to the WHO Framework Convention""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Szejnfeld""","""A8-0154/2016""","""2015/0101/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0154&language=EN""","""Committee on International Trade""","""International trade""","""approbation""",1.0,,0,"""RCV""","""+""",608,11,14,51.0,43.0,188.0,43.0,17.0,57.0,165.0,44.0,0.729,0.896,0.851,0.86,0.327,0.851,0.864,0.846,1,0,0,0
