Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
1043,33,1,"""13.05.2020""","""Renewal of the EU-Ukraine Agreement on cooperation in science and technology""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Buşoi""","""A9-0095/2020""","""2020/0016/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0095_EN.html""","""Committee on Industry, Research and Energy""","""Industry, Research & Energy""","""vote: consent""",1.0,,0,"""RCV""","""+""",671,10,9,61.0,58.0,175.0,67.0,33.0,102.0,139.0,36.0,0.984,0.795,0.962,0.905,0.579,0.944,0.903,0.878,1,0,0,0
1044,33,1,"""13.05.2020""","""EU-Belarus Agreement on readmission of persons residing without authorisation""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Vitanov""","""A9-0097/2020""","""2019/0181/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0097_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",560,117,13,64.0,60.0,174.0,6.0,30.0,101.0,124.0,1.0,1.032,0.822,0.956,0.081,0.526,0.935,0.805,0.024,1,1,0,0
1045,33,1,"""13.05.2020""","""EU-Belarus Agreement on facilitation of issuance of visas""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Kovařík""","""A9-0090/2020""","""2019/0182/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0090_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",634,48,4,57.0,28.0,174.0,66.0,32.0,102.0,137.0,38.0,0.919,0.384,0.956,0.892,0.561,0.944,0.89,0.927,1,0,0,0
1046,33,1,"""13.05.2020""","""Amending the International Convention for the Conservation of Atlantic Tunas (ICCAT) - Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Conte""","""A9-0089/2020""","""2019/0225/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0089_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",667,2,13,63.0,54.0,174.0,68.0,36.0,102.0,131.0,39.0,1.016,0.74,0.956,0.919,0.632,0.944,0.851,0.951,1,0,0,0
1047,33,1,"""13.05.2020""","""EC-Mauritania Fisheries Partnership Agreement: fishing opportunities and financial contribution. Extension of the Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Aguilera""","""A9-0088/2020""","""2019/0210/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0088_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",575,58,57,58.0,2.0,170.0,64.0,19.0,100.0,139.0,23.0,0.935,0.027,0.934,0.865,0.333,0.926,0.903,0.561,1,0,0,0
1049,33,1,"""13.05.2020""","""International road passenger transport services by coach and bus in the border regions: cabotage operations between Germany and Switzerland""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferber""","""A9-0006/2020""","""2019/0107/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0006_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",676,1,13,64.0,60.0,174.0,68.0,34.0,102.0,140.0,34.0,1.032,0.822,0.956,0.919,0.596,0.944,0.909,0.829,1,0,0,0
1050,33,1,"""13.05.2020""","""International road passenger transport services by coach and bus in the border regions: cabotage operations between Italy and Switzerland""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferber""","""A9-0007/2020""","""2019/0108/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0007_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",678,1,12,64.0,61.0,175.0,68.0,34.0,102.0,140.0,34.0,1.032,0.836,0.962,0.919,0.596,0.944,0.909,0.829,1,0,0,0
1347,35,1,"""15.05.2020""","""Transitional provisions for the support by the European Agricultural Fund for Rural Development (EAFRD) and by the European Agricultural Guarantee Fund (EAGF) in the year 2021 (AGRI)Decision to enter into interinstitutional negotiations""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Katainen""","""A9-0101/2020""","""2019/0254/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0101_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: resolution (as a whole)""",1.0,,0,"""RCV""","""+""",549,124,15,57.0,60.0,167.0,4.0,32.0,93.0,120.0,16.0,0.919,0.822,0.918,0.054,0.561,0.861,0.779,0.39,1,1,0,0
1348,36,1,"""17.06.2020""","""Conclusion of the EU-Israel Euro-Mediterranean Aviation Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Deli""","""A9-0085/2020""","""2012/0324/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0085_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""adjournment of consent vote""",1.0,,0,"""RCV""","""-""",278,388,20,1.0,4.0,10.0,68.0,15.0,37.0,111.0,32.0,0.016,0.055,0.055,0.919,0.263,0.343,0.721,0.78,0,0,1,0
1353,36,1,"""17.06.2020""","""Exceptional temporary support under EAFRD in response to the COVID-19 outbreak (Amendment of Regulation (EU) No 1305/2013)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lins""","""C9-0128/2020""","""2020/0075/COD""","""https://www.europarl.europa.eu/doceo/document/PV-9-2020-06-17_EN.pdf""","""Committee on Agriculture and Rural Development""","""Agriculture""","""C9-0128/2020 - 2020/0075(COD)""",1.0,,0,"""RCV""","""+""",688,3,5,63.0,61.0,177.0,68.0,37.0,101.0,143.0,38.0,1.016,0.836,0.973,0.919,0.649,0.935,0.929,0.927,1,0,0,0
1355,38,3,"""19.06.2020""","""Exceptional temporary support under EAFRD in response to the COVID-19 outbreak (Amendment of Regulation (EU) No 1305/2013)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lins""","""C9-0128/2020""","""2020/0075/COD""","""https://www.europarl.europa.eu/doceo/document/PV-9-2020-06-19_EN.pdf""","""Committee on Agriculture and Rural Development""","""Agriculture""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",636,21,8,58.0,58.0,169.0,49.0,31.0,99.0,135.0,37.0,0.935,0.795,0.929,0.662,0.544,0.917,0.877,0.902,1,0,0,0
1437,36,1,"""17.06.2020""","""Protocol on the implementation of the Fisheries Partnership Agreement between the European Community and the Republic of Cape Verde (2019-2024)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Monteiro de Aguiar""","""A9-0024/2020""","""2019/0078/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0024_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",510,127,51,55.0,1.0,170.0,3.0,14.0,100.0,141.0,26.0,0.887,0.014,0.934,0.041,0.246,0.926,0.916,0.634,1,0,0,0
1439,36,1,"""17.06.2020""","""Protocol on the implementation of the Fisheries Partnership Agreement between the European Community and Guinea-Bissau (2019-2024)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Ferreira""","""A9-0012/2020""","""2019/0090/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0012_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",537,64,87,56.0,25.0,173.0,2.0,14.0,100.0,141.0,26.0,0.903,0.342,0.951,0.027,0.246,0.926,0.916,0.634,1,0,0,0
1441,36,1,"""17.06.2020""","""Protocol on the implementation of the Fisheries Partnership Agreement between São Tomé and Príncipe and the European Community""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Melo""","""A9-0001/2020""","""2019/0173/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0001_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",589,51,48,55.0,1.0,171.0,67.0,24.0,102.0,143.0,26.0,0.887,0.014,0.94,0.905,0.421,0.944,0.929,0.634,1,0,0,0
1442,36,1,"""17.06.2020""","""EU-Swiss Confederation Agreement on the modification of Switzerland’s WTO concessions (Article XXVIII of the GATT 1994) with regard to seasoned meat ""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Warborn""","""A9-0092/2020""","""2019/0196/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0092_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",682,2,4,61.0,62.0,174.0,66.0,36.0,102.0,143.0,38.0,0.984,0.849,0.956,0.892,0.632,0.944,0.929,0.927,1,0,0,0
1448,36,1,"""17.06.2020""","""Conclusion of the EU-Moldova Common Aviation Area Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Zīle""","""A9-0084/2020""","""2012/0006/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0084_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",654,10,24,61.0,44.0,174.0,67.0,33.0,102.0,143.0,30.0,0.984,0.603,0.956,0.905,0.579,0.944,0.929,0.732,1,0,0,0
1449,36,1,"""17.06.2020""","""Amendment of the EU-Moldova Common Aviation Area Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Zīle""","""A9-0083/2020""","""2015/0035/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0083_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",655,9,24,61.0,44.0,174.0,67.0,33.0,102.0,143.0,31.0,0.984,0.603,0.956,0.905,0.579,0.944,0.929,0.756,1,0,0,0
1450,36,1,"""17.06.2020""","""Amendment of the EU-Morocco Euro-Mediterranean Aviation Agreement (accession of Bulgaria and Romania)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Schulze""","""A9-0005/2020""","""2007/0181/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0005_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",623,26,39,61.0,44.0,174.0,66.0,28.0,102.0,133.0,15.0,0.984,0.603,0.956,0.892,0.491,0.944,0.864,0.366,1,0,0,0
1451,36,1,"""17.06.2020""","""Conclusion of the EU-Jordan Euro-Mediterranean Aviation agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Ameriks""","""A9-0086/2020""","""2010/0180/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0086_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",653,10,25,61.0,44.0,174.0,67.0,32.0,102.0,143.0,30.0,0.984,0.603,0.956,0.905,0.561,0.944,0.929,0.732,1,0,0,0
1452,36,1,"""17.06.2020""","""Conclusion of the EU-China Civil Aviation Safety Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Poręba""","""A9-0087/2020""","""2018/0155/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0087_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",645,13,30,60.0,40.0,172.0,66.0,28.0,102.0,140.0,37.0,0.968,0.548,0.945,0.892,0.491,0.944,0.909,0.902,1,0,0,0
1453,36,1,"""17.06.2020""","""Conclusion of the EU-Georgia Common Aviation Area Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Ameriks""","""A9-0082/2020""","""2010/0186/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0082_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",653,10,25,61.0,44.0,174.0,67.0,32.0,102.0,143.0,30.0,0.984,0.603,0.956,0.905,0.561,0.944,0.929,0.732,1,0,0,0
1454,36,1,"""17.06.2020""","""Conclusion of the EU-Israel Euro-Mediterranean Aviation Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Deli""","""A9-0085/2020""","""2012/0324/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0085_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",437,102,147,61.0,44.0,165.0,21.0,20.0,72.0,47.0,7.0,0.984,0.603,0.907,0.284,0.351,0.667,0.305,0.171,0,0,0,0
1519,37,5,"""18.06.2020""","""Amending Regulations (EU) No 575/2013 and (EU) 2019/876 as regards adjustments in response to the COVID-19 pandemic""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernández""","""A9-0113/2020""","""2020/0066/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0113_EN.html""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",502,169,17,61.0,24.0,175.0,5.0,24.0,100.0,113.0,0.0,0.984,0.329,0.962,0.068,0.421,0.926,0.734,0.0,1,0,0,0
1930,39,1,"""08.07.2020""","""Requests on urgent procedures - Transitional provisions in order to address the impact of COVID-19 crisis (Amendment of Regulation (EU) 2016/1628)""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0161/2020""","""2020/0113/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0113(COD)""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""C9-0161/2020 - 2020/0113(COD)""",1.0,,0,"""RCV""","""+""",671,16,7,64.0,63.0,175.0,67.0,34.0,100.0,143.0,25.0,1.032,0.863,0.962,0.905,0.596,0.926,0.929,0.61,1,0,0,0
1936,41,7,"""10.07.2020""","""Transitional provisions in order to address the impact of COVID-19 crisis (Amendment of Regulation (EU) 2016/1628)""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0161/2020""","""2020/0113/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0113(COD)""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",653,17,11,63.0,64.0,169.0,67.0,30.0,100.0,140.0,20.0,1.016,0.877,0.929,0.905,0.526,0.926,0.909,0.488,1,0,0,0
1937,39,1,"""08.07.2020""","""Requests on urgent procedures - Conduct of clinical trials with and supply of medicinal products for human use containing or consisting of genetically modified organisms intended to treat or prevent coronavirus disease""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0185/2020""","""2020/0128/COD""","""https://www.europarl.europa.eu/doceo/document/TA-9-2020-0203_EN.html#title1""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""C9-0185/2020 2020/0128(COD)""",1.0,,0,"""RCV""","""+""",618,62,13,62.0,50.0,171.0,58.0,25.0,100.0,141.0,11.0,1.0,0.685,0.94,0.784,0.439,0.926,0.916,0.268,1,0,0,0
1938,39,1,"""08.07.2020""","""Amending Regulation (EU) No 1303/2013 as regards the resources for the specific allocation for the Youth Employment Initiative""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Omarjee""","""A9-0111/2020""","""2020/0086/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0111_EN.html""","""Committee on Regional Development""","""Regional development""","""single vote""",1.0,,0,"""RCV""","""+""",650,19,26,48.0,47.0,168.0,68.0,36.0,102.0,143.0,38.0,0.774,0.644,0.923,0.919,0.632,0.944,0.929,0.927,1,0,0,0
2261,41,7,"""10.07.2020""","""Conduct of clinical trials with and supply of medicinal products for human use containing or consisting of genetically modified organisms intended to treat or prevent coronavirus disease""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0185/2020""","""2020/0128/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0128(COD)""","""Committee on Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",505,67,109,59.0,27.0,161.0,6.0,13.0,97.0,139.0,3.0,0.952,0.37,0.885,0.081,0.228,0.898,0.903,0.073,1,0,0,0
2324,43,1,"""14.09.2020""","""Sustainable rail market in view of COVID-19 outbreak""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0186/2020""","""2020/0127/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0127(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0127/COD""",1.0,,0,"""RCV""","""+""",679,3,4,62.0,62.0,176.0,67.0,34.0,101.0,139.0,38.0,1.0,0.849,0.967,0.905,0.596,0.935,0.903,0.927,1,0,0,0
2363,45,14,"""16.09.2020""","""Amending Decision No 1313/2013/EU on a Union Civil Protection Mechanism""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Androulakis""","""A9-0148/2020""","""2020/0097/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0148_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",617,52,23,54.0,24.0,166.0,70.0,29.0,96.0,141.0,37.0,0.871,0.329,0.912,0.946,0.509,0.889,0.916,0.902,1,0,0,0
2364,45,15,"""16.09.2020""","""Amending Decision No 1313/2013/EU on a Union Civil Protection Mechanism""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Androulakis""","""A9-0148/2020""","""2020/0097/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0148_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",563,114,15,56.0,34.0,167.0,5.0,28.0,95.0,141.0,37.0,0.903,0.466,0.918,0.068,0.491,0.88,0.916,0.902,1,0,0,0
2394,45,30,"""16.09.2020""","""Global data collection system for ship fuel oil consumption data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Paulus""","""A9-0144/2020""","""2019/0017/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0144_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",520,94,77,2.0,1.0,159.0,71.0,28.0,91.0,137.0,31.0,0.032,0.014,0.874,0.959,0.491,0.843,0.89,0.756,1,0,1,0
2395,45,31,"""16.09.2020""","""Global data collection system for ship fuel oil consumption data""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Paulus""","""A9-0144/2020""","""2019/0017/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0144_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",592,55,43,55.0,11.0,164.0,71.0,29.0,95.0,135.0,32.0,0.887,0.151,0.901,0.959,0.509,0.88,0.877,0.78,1,0,0,0
2453,45,4,"""16.09.2020""","""Type approval of motor vehicles (Real Driving Emissions)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""de Lange""","""A9-0139/2020""","""2019/0101/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0139_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",485,169,42,5.0,1.0,152.0,66.0,11.0,86.0,138.0,26.0,0.081,0.014,0.835,0.892,0.193,0.796,0.896,0.634,1,0,0,0
2454,45,5,"""16.09.2020""","""Type approval of motor vehicles (Real Driving Emissions)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""de Lange""","""A9-0139/2020""","""2019/0101/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0139_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",601,81,14,60.0,29.0,166.0,66.0,24.0,88.0,138.0,30.0,0.968,0.397,0.912,0.892,0.421,0.815,0.896,0.732,1,0,0,0
2526,45,72,"""16.09.2020""","""Establishing the Just Transition Fund""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kefalogiannis""","""A9-0135/2020""","""2020/0006/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0135_EN.html""","""Committee on Regional Development""","""Regional Development""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",417,141,138,3.0,0.0,171.0,4.0,16.0,90.0,131.0,2.0,0.048,0.0,0.94,0.054,0.281,0.833,0.851,0.049,1,0,0,0
2527,45,73,"""16.09.2020""","""Establishing the Just Transition Fund""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kefalogiannis""","""A9-0135/2020""","""2020/0006/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0135_EN.html""","""Committee on Regional Development""","""Regional Development""","""vote: referral back""",1.0,,0,"""RCV""","""+""",610,23,63,51.0,32.0,175.0,66.0,20.0,100.0,132.0,34.0,0.823,0.438,0.962,0.892,0.351,0.926,0.857,0.829,1,0,0,0
2724,46,12,"""17.09.2020""","""Regulation establishing measures for a sustainable rail market in view of the COVID-19 pandemic""","""***I""","""Leg""","""Motion for resolution""","""s""",0,"""C9-0186/2020""","""2020/0127/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0127(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",678,3,5,63.0,60.0,174.0,67.0,33.0,101.0,141.0,39.0,1.016,0.822,0.956,0.905,0.579,0.935,0.916,0.951,1,0,0,0
2828,47,1,"""05.10.2020""","""Application of railway safety and interoperability rules within the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0212/2020""","""2020/0161/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0161(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0161/COD""",1.0,,0,"""RCV""","""+""",685,1,3,62.0,62.0,176.0,68.0,38.0,102.0,140.0,37.0,1.0,0.849,0.967,0.919,0.667,0.944,0.909,0.902,1,0,0,0
2830,50,3,"""08.10.2020""","""Application of railway safety and interoperability rules within the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0212/2020""","""2020/0161/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0161(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",687,4,4,62.0,60.0,175.0,69.0,37.0,103.0,142.0,39.0,1.0,0.822,0.962,0.932,0.649,0.954,0.922,0.951,1,0,0,0
2831,47,1,"""05.10.2020""","""Decision empowering France to conclude an international agreement concerning the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0211/2020""","""2020/0160/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0160(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0160/COD""",1.0,,0,"""RCV""","""+""",684,2,3,62.0,62.0,176.0,68.0,37.0,102.0,140.0,37.0,1.0,0.849,0.967,0.919,0.649,0.944,0.909,0.902,1,0,0,0
2833,50,3,"""08.10.2020""","""Decision empowering France to conclude an international agreement concerning the Channel tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0211/2020""","""2020/0160/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0160(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",687,3,4,63.0,61.0,175.0,68.0,36.0,103.0,142.0,39.0,1.016,0.836,0.962,0.919,0.632,0.954,0.922,0.951,1,0,0,0
2834,47,1,"""05.10.2020""","""Organic production: date of application and certain other dates""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0286/2020""","""2020/0231/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0231(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""2020/0231/COD""",1.0,,0,"""RCV""","""+""",670,14,5,61.0,54.0,176.0,68.0,34.0,102.0,140.0,35.0,0.984,0.74,0.967,0.919,0.596,0.944,0.909,0.854,1,0,0,0
2835,50,2,"""08.10.2020""","""Organic production: date of application and certain other dates""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0286/2020""","""2020/0231/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0231(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",683,3,8,63.0,62.0,175.0,68.0,33.0,103.0,142.0,37.0,1.016,0.849,0.962,0.919,0.579,0.954,0.922,0.902,1,0,0,0
2836,47,1,"""05.10.2020""","""European Parliament delegation to the Conciliation Committee""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Brudziński""","""A9-0171/2020""","""2020/0140/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0171_EN.html""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""single vote""",1.0,,0,"""RCV""","""+""",634,39,16,57.0,25.0,176.0,68.0,29.0,102.0,140.0,37.0,0.919,0.342,0.967,0.919,0.509,0.944,0.909,0.902,1,0,0,0
3106,49,185,"""07.10.2020""","""European Climate Law""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Guteland""","""A9-0162/2020""","""2020/0036/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0162_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",392,161,142,0.0,1.0,43.0,69.0,18.0,84.0,142.0,35.0,0.0,0.014,0.236,0.932,0.316,0.778,0.922,0.854,0,0,1,0
3107,49,186,"""07.10.2020""","""European Climate Law""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Guteland""","""A9-0162/2020""","""2020/0036/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0162_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",523,151,21,2.0,5.0,154.0,69.0,31.0,83.0,142.0,37.0,0.032,0.068,0.846,0.932,0.544,0.769,0.922,0.902,1,0,1,0
3110,49,3,"""07.10.2020""","""Equivalence of field inspections carried out in Ukraine on cereal seed-producing crops and on the equivalence of cereal seed produced in Ukraine""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Vrecionová""","""A9-0164/2020""","""2020/0053/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0164_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",491,159,47,54.0,2.0,164.0,65.0,19.0,44.0,143.0,0.0,0.871,0.027,0.901,0.878,0.333,0.407,0.929,0.0,1,0,0,0
