Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs
1689,47.0,20.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 37,,,,,0.0,,original text,RCV,+,473,144,7
1690,47.0,21.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 37,,,,,0.0,,original text,RCV,+,326,286,15
1691,47.0,22.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 37,,,,,0.0,,original text,RCV,+,309,286,29
1692,47.0,23.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 41,,,,,0.0,,original text,RCV,+,309,258,59
1693,47.0,24.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 42,,,,,0.0,,original text,RCV,+,344,273,12
1694,47.0,25.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 45,,,,,0.0,,original text,RCV,+,310,261,48
1695,47.0,26.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 50,,,,,0.0,,original text,RCV,+,565,53,4
1696,47.0,27.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 53,,,,,0.0,,original text,RCV,+,491,104,20
1697,47.0,28.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 53,,,,,0.0,,original text,RCV,+,363,182,68
1698,47.0,29.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 56,,,,,0.0,,original text,RCV,+,348,235,26
1699,47.0,30.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Recital C,,,,,0.0,,original text,RCV,+,563,40,13
1700,47.0,31.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Recital G,,,,,0.0,,original text,RCV,+,516,46,47
1701,47.0,32.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Recital Q,,,,,0.0,,original text,RCV,+,374,175,58
1702,47.0,33.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Recital T,,,,,0.0,,original text,RCV,+,484,72,49
1703,47.0,34.0,8.10.2015,,Equal opportunities and equal treatment of men and women in matters of employment and occupation ,,,,,,Non,Motion for resolution,s,Záborská,A8-0213/2015,2014/2160/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0213&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,vote: resolution,,,,,1.0,,0,RCV,+,344,156,68
1310,40.0,1.0,8.09.2015,,ILO Forced Labour Convention: social policy,,,,,***,Leg,Draft legislative resolution,s,Le Hyaric,A8-0243/2015,2014/0259/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0243&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,approbation,,,,,1.0,,0,RCV,+,566,9,27
1311,40.0,1.0,8.09.2015,,Correct application of the law on customs and agricultural matters,,,,,***II,Leg,Draft legislative resolution,q,Jaakonsaari,A8-0234/2015,2013/0410/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0234&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,Proposal to reject the Council position,,,,,0.0,1,EFDD,RCV,-,62,604,22
1312,40.0,1.0,8.09.2015,,Trade in seal products,,,,,***I,Leg,Draft legislative resolution,s,Buşoi,A8-0186/2015,2015/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0186&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,,,,,1.0,,0,RCV,+,631,31,33
1313,40.0,1.0,8.09.2015,,Cloning of animals kept and reproduced for farming purposes,,,,,***I,Leg,Draft legislative resolution,s,Moi/Sommer,A8-0216/2015,2013/0433/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0216&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 2, paragraph 1, after point b",,,,,0.0,55,ENF,RCV,-,104,595,9
1314,40.0,2.0,8.09.2015,,Cloning of animals kept and reproduced for farming purposes,,,,,***I,Leg,Draft legislative resolution,s,Moi/Sommer,A8-0216/2015,2013/0433/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0216&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,After article 3,,,,,0.0,56,ENF,RCV,-,62,617,26
1315,40.0,3.0,8.09.2015,,Cloning of animals kept and reproduced for farming purposes,,,,,***I,Leg,Draft legislative resolution,s,Moi/Sommer,A8-0216/2015,2013/0433/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0216&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,,,,,1.0,,0,RCV,+,529,120,57
1316,40.0,1.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",AMR,,,,,0.0,3,EPP,RCV,-,216,413,70
1317,40.0,2.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 10,,,,,0.0,,original text,RCV,+,360,325,19
1318,40.0,3.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 13,,,,,0.0,13,GUE/NGL,RCV,-,306,366,35
1319,40.0,4.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 13,,,,,0.0,14,GUE/NGL,RCV,-,304,344,61
1320,40.0,5.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 16,,,,,0.0,,original text,RCV,+,369,238,94
1321,40.0,6.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 40,,,,,0.0,,original text,RCV,+,633,25,48
1322,40.0,7.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 42,,,,,0.0,,original text,RCV,+,670,31,3
1323,40.0,8.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 43,,,,,0.0,,original text,RCV,+,603,50,52
1324,40.0,9.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 44,,,,,0.0,,original text,RCV,+,393,272,41
1325,40.0,10.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 68,,,,,0.0,,original text,RCV,+,448,160,96
1326,40.0,11.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 69,,,,,0.0,,original text,RCV,+,572,61,62
1327,40.0,12.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 84,,,,,0.0,,original text,RCV,+,411,242,48
1328,40.0,13.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 85,,,,,0.0,,original text,RCV,+,390,259,48
1329,40.0,14.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 87,,,,,0.0,,original text,RCV,+,552,114,36
1330,40.0,15.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 88,,,,,0.0,,original text,RCV,+,427,211,60
1331,40.0,16.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 89,,,,,0.0,,original text,RCV,+,447,194,54
1332,40.0,17.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 111,,,,,0.0,,original text,RCV,+,581,74,48
1333,40.0,18.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 112,,,,,0.0,,original text,RCV,+,582,74,46
1334,40.0,19.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 113,,,,,0.0,,original text,RCV,+,620,72,11
1335,40.0,20.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 117,,,,,0.0,,original text,RCV,+,342,321,44
1336,40.0,21.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 118,,,,,0.0,,original text,RCV,+,388,297,17
1337,40.0,22.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 132,,,,,0.0,,original text,RCV,+,394,234,76
1338,40.0,23.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 134,,,,,0.0,,original text,RCV,+,582,110,13
1339,40.0,24.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 135,,,,,0.0,10,GUE/NGL,RCV,-,180,482,42
1340,40.0,25.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After paragraph 135,,,,,0.0,11,GUE/NGL,RCV,-,298,373,33
1341,40.0,26.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 165,,,,,0.0,,original text,RCV,+,357,331,15
1342,40.0,27.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Paragraph 167,,,,,0.0,,original text,RCV,-,335,351,19
1343,40.0,28.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital AN,,,,,0.0,,original text,RCV,+,471,149,80
1344,40.0,29.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital AR,,,,,0.0,,original text,RCV,+,370,259,67
1345,40.0,30.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital BD,,,,,0.0,,original text,RCV,+,390,250,62
1346,40.0,31.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital BG,,,,,0.0,,original text,RCV,+,420,253,32
1347,40.0,32.0,8.09.2015,,Situation of fundamental rights in the EU (2013-2014),,,,,,Non,Motion for resolution,s,Ferrara,A8-0230/2015,2014/2254/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0230&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: LIBE committee resolution ,,,,,1.0,,0,RCV,+,360,291,58
1348,40.0,1.0,8.09.2015,,Commissioner hearings: lessons to be taken from the 2014 process,,,,,,Non,Motion for resolution,s,Corbett,A8-0197/2015,2015/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0197&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Paragraph 9, intro and indent 1 and 2",,,,,0.0,,original text,RCV,+,634,58,8
1349,40.0,2.0,8.09.2015,,Commissioner hearings: lessons to be taken from the 2014 process,,,,,,Non,Motion for resolution,s,Corbett,A8-0197/2015,2015/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0197&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Paragraph 9, indent 3",,,,,0.0,1,76+MEPs,RCV,-,292,406,5
1350,40.0,3.0,8.09.2015,,Commissioner hearings: lessons to be taken from the 2014 process,,,,,,Non,Motion for resolution,s,Corbett,A8-0197/2015,2015/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0197&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Paragraph 9, indent 3",,,,,0.0,,original text,RCV,+,509,180,15
1351,40.0,4.0,8.09.2015,,Commissioner hearings: lessons to be taken from the 2014 process,,,,,,Non,Motion for resolution,s,Corbett,A8-0197/2015,2015/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0197&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,"Paragraph 9, indent 4",,,,,0.0,,original text,RCV,+,565,41,94
1352,40.0,5.0,8.09.2015,,Commissioner hearings: lessons to be taken from the 2014 process,,,,,,Non,Motion for resolution,s,Corbett,A8-0197/2015,2015/2040/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0197&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,vote: resolution,,,,,1.0,,0,RCV,+,517,168,23
1353,40.0,1.0,8.09.2015,,Human rights and technology in third countries,,,,,,Non,Motion for resolution,s,Schaake,A8-0178/2015,2014/2232/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0178&language=EN,Committee on Foreign Affairs,Foreign & security policy,vote: resolution,,,,,1.0,,0,RCV,+,371,293,43
1354,40.0,1.0,8.09.2015,,Protecting the EU's financial interests: towards performance-based controls of the CAP,,,,,,Bud,Motion for resolution,s,Sarvamaa,A8-0240/2015,2014/2234/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0240&language=EN,Committee on Budgetary Control,Budgetary control,vote: resolution,,,,,1.0,,0,RCV,+,575,21,111
1355,40.0,1.0,8.09.2015,,Family businesses in Europe,,,,,,Non,Motion for resolution,s,Niebler,A8-0223/2015,2014/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0223&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Paragraph 11,,,,,0.0,,original text,RCV,+,545,145,13
1356,40.0,2.0,8.09.2015,,Family businesses in Europe,,,,,,Non,Motion for resolution,s,Niebler,A8-0223/2015,2014/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0223&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Paragraph 31,,,,,0.0,,original text,RCV,+,584,92,29
1357,40.0,3.0,8.09.2015,,Family businesses in Europe,,,,,,Non,Motion for resolution,s,Niebler,A8-0223/2015,2014/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0223&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Recital E,,,,,0.0,,original text,RCV,+,683,0,21
1358,40.0,4.0,8.09.2015,,Family businesses in Europe,,,,,,Non,Motion for resolution,s,Niebler,A8-0223/2015,2014/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0223&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",Recital E,,,,,0.0,,original text,RCV,+,545,127,25
1359,40.0,5.0,8.09.2015,,Family businesses in Europe,,,,,,Non,Motion for resolution,s,Niebler,A8-0223/2015,2014/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0223&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: resolution,,,,,1.0,,0,RCV,+,590,49,69
1360,40.0,1.0,8.09.2015,,Research and innovation in the blue economy to create jobs and growth,,,,,,Non,Motion for resolution,s,João Ferreira,A8-0214/2015,2014/2240/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0214&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: resolution,,,,,1.0,,0,RCV,+,573,56,71
1361,40.0,1.0,8.09.2015,,Promoting youth entrepreneurship through education and training,,,,,,Non,Motion for resolution,s,Šojdrová,A8-0239/2015,2015/2006/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0239&language=EN,Committee on Culture and Education,Culture & education,vote: resolution,,,,,1.0,,0,RCV,+,534,121,52
1362,40.0,1.0,8.09.2015,,Towards an integrated approach to cultural heritage for Europe,,,,,,Non,Motion for resolution,s,Diaconu,A8-0207/2015,2014/2149/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0207&language=EN,Committee on Culture and Education,Culture & education,"Paragraph 3, point c",,,,,0.0,,original text,RCV,+,597,82,9
1363,40.0,2.0,8.09.2015,,Towards an integrated approach to cultural heritage for Europe,,,,,,Non,Motion for resolution,s,Diaconu,A8-0207/2015,2014/2149/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0207&language=EN,Committee on Culture and Education,Culture & education,Paragraph 6,,,,,0.0,,original text,RCV,+,606,77,6
1364,40.0,3.0,8.09.2015,,Towards an integrated approach to cultural heritage for Europe,,,,,,Non,Motion for resolution,s,Diaconu,A8-0207/2015,2014/2149/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0207&language=EN,Committee on Culture and Education,Culture & education,"Paragraph 7, point b",,,,,0.0,,original text,RCV,+,596,95,0
