Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
3631,137.0,1,06.02.2013,"European Refugee Fund, the European Return Fund and the European Fund for the Integration of Third-Country Nationals",***I,Leg,Draft legislative resolution,s,Torvalds,A7-0004/2013,2012/0252/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0004&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,602,20,22,40.0,10.0,226.0,55.0,9.0,72.0,163.0,27.0,0.702,0.323,0.828,0.965,0.273,0.867,0.836,0.771,1,0,0,0
3632,137.0,1,06.02.2013,External Borders Fund,***I,Leg,Draft legislative resolution,s,Torvalds,A7-0433/2012,2012/0253/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0433&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,595,23,37,25.0,11.0,222.0,56.0,15.0,76.0,165.0,25.0,0.439,0.355,0.813,0.982,0.455,0.916,0.846,0.714,1,0,0,0
3707,139.0,1,12.03.2013,Trans-European energy infrastructure,***I,Leg,Draft legislative resolution,s,de Campos,A7-0036/2013,2011/0300/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0036&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",single vote,1.0,,0,RCV,+,539,85,16,49.0,17.0,234.0,5.0,6.0,62.0,158.0,8.0,0.86,0.548,0.857,0.088,0.182,0.747,0.81,0.229,1,0,0,0
3708,139.0,1,12.03.2013,Accounting rules and action plans on greenhouse gas emissions and removals resulting from activities related to land use,***I,Leg,Draft legislative resolution,s,Arsenis,A7-0317/2012,2012/0042/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0317&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,635,42,3,51.0,9.0,243.0,52.0,7.0,70.0,173.0,30.0,0.895,0.29,0.89,0.912,0.212,0.843,0.887,0.857,1,0,0,0
3709,139.0,1,12.03.2013,Mechanism for monitoring and reporting greenhouse gas emissions and other information relevant to climate change,***I,Leg,Draft legislative resolution,s,Eickhout,A7-0191/2012,2011/0372/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0191&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,634,42,5,51.0,8.0,242.0,52.0,8.0,70.0,173.0,30.0,0.895,0.258,0.886,0.912,0.242,0.843,0.887,0.857,1,0,0,0
3710,139.0,1,12.03.2013,Online consumer dispute resolution,***I,Leg,Draft legislative resolution,s,von Thun und Hohenstein,A7-0236/2012,2011/0374/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0236&language=EN,Committee on the Internal Market and Consumer Protection,Internal Market & Consumer Protection,vote: legislative resolution,1.0,,0,RCV,+,622,24,32,53.0,20.0,244.0,51.0,11.0,70.0,173.0,0.0,0.93,0.645,0.894,0.895,0.333,0.843,0.887,0.0,1,0,0,0
3711,139.0,1,12.03.2013,Alternative consumer dispute resolution,***I,Leg,Draft legislative resolution,s,Grech,A7-0280/2012,2011/0373/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0280&language=EN,Committee on the Internal Market and Consumer Protection,Internal Market & Consumer Protection,vote: legislative resolution,1.0,,0,RCV,+,617,51,5,53.0,21.0,245.0,52.0,10.0,66.0,170.0,0.0,0.93,0.677,0.897,0.912,0.303,0.795,0.872,0.0,1,0,0,0
3716,139.0,1,12.03.2013,European venture capital funds,***I,Leg,Draft legislative resolution,s,Lamberts,A7-0193/2012,2011/0417/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0193&language=EN,Committee on Economic and Monetary Affairs,Economic & Monetary Affairs,vote: legislative resolution,1.0,,0,RCV,+,613,24,41,43.0,20.0,245.0,50.0,11.0,71.0,173.0,0.0,0.754,0.645,0.897,0.877,0.333,0.855,0.887,0.0,1,0,0,0
3717,139.0,1,12.03.2013,European social entrepreneurship funds,***I,Leg,Draft legislative resolution,s,Auconie,A7-0194/2012,2011/0418/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0194&language=EN,Committee on Economic and Monetary Affairs,Economic & Monetary Affairs,vote: legislative resolution,1.0,,0,RCV,+,603,27,46,45.0,10.0,242.0,50.0,10.0,74.0,172.0,0.0,0.789,0.323,0.886,0.877,0.303,0.892,0.882,0.0,1,0,0,0
3729,140.0,1,13.03.2013,System of national and regional accounts,***I,Leg,Draft legislative resolution,s,Bowles,A7-0076/2012,2010/0374/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0076&language=EN,Committee on Economic and Monetary Affairs,Economic & Monetary Affairs,vote: legislative resolution,1.0,,0,RCV,+,619,26,27,53.0,21.0,239.0,51.0,12.0,73.0,169.0,1.0,0.93,0.677,0.875,0.895,0.364,0.88,0.867,0.029,1,0,0,0
3988,142.0,1,16.04.2013,European Network and Information Security Agency (ENISA),***I,Leg,Draft legislative resolution,s,Chichester,A7-0056/2013,2010/0275/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0056&language=EN,Committe Industry research and energy,"Industry, research & energy",single vote,1.0,,0,RCV,+,626,45,16,54.0,18.0,246.0,48.0,11.0,70.0,161.0,18.0,0.947,0.581,0.901,0.842,0.333,0.843,0.826,0.514,1,0,0,0
3989,142.0,1,16.04.2013,Incidental catches of cetaceans,***I,Leg,Draft legislative resolution,s,Romeva i Rueda,A7-0042/2013,2012/0216/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0042&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,690,5,10,54.0,21.0,255.0,55.0,24.0,73.0,176.0,32.0,0.947,0.677,0.934,0.965,0.727,0.88,0.903,0.914,1,0,0,0
3990,142.0,1,16.04.2013,Fishing opportunities and financial contribution provided for by the EU-Mauritius Fisheries Partnership Agreement,***,Leg,Draft legislative resolution,s,Presedo,A7-0127/2013,2012/0215/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0127&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,659,24,16,52.0,21.0,254.0,54.0,17.0,73.0,169.0,19.0,0.912,0.677,0.93,0.947,0.515,0.88,0.867,0.543,1,0,0,0
3994,142.0,1,16.04.2013,The exclusion of a number of countries from the list of regions or states which have concluded negotiations,***II,Leg,Draft legislative resolution,q,Martin,A7-0123/2013,2011/0260/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0123&language=EN,Committee on International trade,International trade,Text as a whole (except article 2),0.0,1,committee,RCV,+,681,10,24,53.0,22.0,257.0,56.0,15.0,75.0,177.0,26.0,0.93,0.71,0.941,0.982,0.455,0.904,0.908,0.743,1,0,0,0
3999,142.0,1,16.04.2013,Scheme for greenhouse gas emission allowance trading within the Community,***I,Leg,Draft legislative resolution,s,Liese,A7-0060/2013,2012/0328/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0060&language=EN,"Committee on Environment, Public Health and Food safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,577,114,21,53.0,17.0,252.0,1.0,11.0,73.0,170.0,0.0,0.93,0.548,0.923,0.018,0.333,0.88,0.872,0.0,1,0,0,0
4000,142.0,1,16.04.2013,Access to the activity of credit institutions and the prudential supervision of credit institutions and investment firms,***I,Leg,Draft legislative resolution,s,Karas,A7-0170/2012,2011/0203/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0170&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,608,33,67,6.0,18.0,255.0,54.0,12.0,74.0,175.0,14.0,0.105,0.581,0.934,0.947,0.364,0.892,0.897,0.4,1,0,0,0
4001,142.0,1,16.04.2013,Prudential requirements for credit institutions and investment firms,***I,Leg,Draft legislative resolution,s,Karas,A7-0171/2012,2011/0202/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0171&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,595,40,76,7.0,17.0,256.0,54.0,11.0,74.0,176.0,0.0,0.123,0.548,0.938,0.947,0.333,0.892,0.903,0.0,1,0,0,0
4009,142.0,1,16.04.2013,Certain technical and control measures in the Skagerrak ,***I,Leg,Draft legislative resolution,s,Kuhn,A7-0051/2013,2012/0232/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0051&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,647,13,45,50.0,21.0,256.0,54.0,18.0,74.0,164.0,10.0,0.877,0.677,0.938,0.947,0.545,0.892,0.841,0.286,1,0,0,0
4091,145.0,1,21.05.2013,"Amendment of Regulation (EEC/Euratom) No 354/83, as regards the deposit of the historical archives of the institutions at the European University Institute in Florence",***,Leg,Draft legislative resolution,s,Pack,A7-0156/2013,2012/0221/APP,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2013-0156+0+DOC+XML+V0//EN,Committee on Culture and Education,Culture & education,single vote,1.0,,0,RCV,+,600,8,15,43.0,14.0,225.0,53.0,19.0,63.0,157.0,26.0,0.754,0.452,0.824,0.93,0.576,0.759,0.805,0.743,1,0,0,0
4141,146.0,1,22.05.2013,Draft protocol on the application of the Charter of fundamental rights of the European Union to the Czech Republic (consent),***,Leg,Draft legislative resolution,s,Duff,A7-0282/2012,2011/0818/NLE,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2012-0282+0+DOC+XML+V0//EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,single vote,1.0,,0,RCV,+,631,25,23,53.0,17.0,247.0,51.0,14.0,72.0,154.0,23.0,0.93,0.548,0.905,0.895,0.424,0.867,0.79,0.657,1,0,0,0
4144,146.0,1,22.05.2013,Mutual recognition of protection measures in civil matters,***I,Leg,Draft legislative resolution,s,White Parvanova,A7-0126/2013,2011/0130/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2013-0126+0+DOC+XML+V0//EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,602,23,63,4.0,13.0,250.0,52.0,17.0,75.0,166.0,25.0,0.07,0.419,0.916,0.912,0.515,0.904,0.851,0.714,1,0,0,0
4145,146.0,1,22.05.2013,EU-Canada Agreement on customs cooperation with respect to matters related to supply chain security,***,Leg,Draft legislative resolution,s,Šťastný,A7-0152/2013,2012/0073/NLE,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2013-0152+0+DOC+XML+V0//EN,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,661,6,21,53.0,18.0,252.0,48.0,20.0,76.0,164.0,30.0,0.93,0.581,0.923,0.842,0.606,0.916,0.841,0.857,1,0,0,0
4146,146.0,1,22.05.2013,Pyrotechnic articles,***I,Leg,Draft legislative resolution,s,Roithová,A7-0375/2012,2011/0358/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2012-0375+0+DOC+XML+V0//EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,667,15,7,54.0,20.0,253.0,54.0,21.0,75.0,160.0,30.0,0.947,0.645,0.927,0.947,0.636,0.904,0.821,0.857,1,0,0,0
4152,147.0,1,2013-05-23 00:00:00,Community Customs Code as regards the date of its application,***I,Leg,Draft legislative resolution,s,Le Grip,A7-0170/2013,2013/0104/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2013-0170+0+DOC+XML+V0//EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,single vote,1.0,,0,RCV,+,581,7,8,43.0,17.0,222.0,46.0,17.0,63.0,145.0,28.0,0.754,0.548,0.813,0.807,0.515,0.759,0.744,0.8,1,0,0,0
4153,147.0,1,2013-05-23 00:00:00,Reinstatement of Myanmar/Burma's access to generalised tariff preferences,***I,Leg,Draft legislative resolution,s,Martin,A7-0122/2013,2012/0251/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0122&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,504,95,8,43.0,13.0,223.0,2.0,11.0,64.0,147.0,1.0,0.754,0.419,0.817,0.035,0.333,0.771,0.754,0.029,1,0,0,0
4157,147.0,1,2013-05-23 00:00:00,Non-commercial movement of pet animals,***I,Leg,Draft legislative resolution,s,Schnellhardt,A7-0371/2012,2012/0039/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2012-0371+0+DOC+XML+V0//EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,592,7,4,43.0,18.0,222.0,47.0,20.0,66.0,146.0,30.0,0.754,0.581,0.813,0.825,0.606,0.795,0.749,0.857,1,0,0,0
4158,147.0,1,2013-05-23 00:00:00,"Animal health requirements governing trade in dogs, cats and ferrets",***I,Leg,Draft legislative resolution,s,Schnellhardt,A7-0366/2012,2012/0040/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2012-0366+0+DOC+XML+V0//EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,586,8,7,43.0,18.0,220.0,45.0,19.0,66.0,146.0,29.0,0.754,0.581,0.806,0.789,0.576,0.795,0.749,0.829,1,0,0,0
4192,148.0,1,11.06.2013,Long-term plan for cod stocks and the fisheries exploiting those stocks - 1,***I,Leg,Draft legislative resolution,s,Dodds,A7-0141/2013,2012/0013/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0141&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,600,14,5,48.0,19.0,218.0,50.0,21.0,62.0,153.0,29.0,0.842,0.613,0.799,0.877,0.636,0.747,0.785,0.829,1,0,0,0
4199,148.0,1,11.06.2013,Health and safety requirements regarding the exposure of workers to the risks arising from physical agents (electromagnetic fields),***I,Leg,Draft legislative resolution,s,Chartier,A7-0009/2013,2011/0152/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0009&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,594,40,38,26.0,18.0,241.0,53.0,18.0,69.0,167.0,2.0,0.456,0.581,0.883,0.93,0.545,0.831,0.856,0.057,1,0,0,0
4200,148.0,1,11.06.2013,Long-term plan for cod stocks and the fisheries exploiting those stocks - 2,***I,Leg,Draft legislative resolution,s,Dodds,A7-0146/2013,2012/0236/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0146&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,592,71,15,49.0,18.0,243.0,4.0,20.0,69.0,169.0,20.0,0.86,0.581,0.89,0.07,0.606,0.831,0.867,0.571,1,0,0,0
4248,149.0,1,2013-06-12 00:00:00,"Illegal, unreported and unregulated fishing",***I,Leg,Draft legislative resolution,s,Romeva i Rueda,A7-0144/2013,2012/0162/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0144&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,668,7,10,49.0,19.0,246.0,55.0,21.0,74.0,173.0,31.0,0.86,0.613,0.901,0.965,0.636,0.892,0.887,0.886,1,0,0,0
4253,149.0,2,2013-06-12 00:00:00,Establishment of 'Eurodac' for the comparison of fingerprints,***I,Leg,Draft legislative resolution,s,Macovei,A7-0432/2012,2008/0242/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0432&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,502,126,56,9.0,18.0,248.0,0.0,15.0,70.0,142.0,0.0,0.158,0.581,0.908,0.0,0.455,0.843,0.728,0.0,1,0,0,0
4254,149.0,1,2013-06-12 00:00:00,Temporary reintroduction of border control at internal borders,***I,Leg,Draft legislative resolution,s,Weber,A7-0200/2012,2011/0242/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0200&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,506,121,55,16.0,6.0,245.0,2.0,10.0,69.0,157.0,1.0,0.281,0.194,0.897,0.035,0.303,0.831,0.805,0.029,1,0,0,0
4256,149.0,1,2013-06-12 00:00:00,Financial statements and related reports of certain types of undertakings,***I,Leg,Draft legislative resolution,s,Lehne,A7-0278/2012,2011/0308/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0278&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,657,17,13,49.0,19.0,248.0,56.0,14.0,73.0,175.0,23.0,0.86,0.613,0.908,0.982,0.424,0.88,0.897,0.657,1,0,0,0
4257,149.0,1,2013-06-12 00:00:00,Transparency requirements in relation to information about issuers whose securities are admitted to trading on a regulated market,***I,Leg,Draft legislative resolution,s,McCarthy,A7-0292/2012,2011/0307/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0292&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,655,18,11,48.0,18.0,247.0,56.0,17.0,71.0,175.0,23.0,0.842,0.581,0.905,0.982,0.515,0.855,0.897,0.657,1,0,0,0
4259,149.0,2,2013-06-12 00:00:00,Adjustment rate to direct payments provided for in Regulation (EC) No 73/2009 in respect of calendar year 2013,***I,Leg,Draft legislative resolution,s,Santos,A7-0186/2013,2013/0087/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0186&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution,1.0,,0,RCV,+,506,147,28,5.0,9.0,211.0,53.0,17.0,58.0,129.0,24.0,0.088,0.29,0.773,0.93,0.515,0.699,0.662,0.686,1,0,0,0
4260,149.0,1,2013-06-12 00:00:00,Amendment of Schengen border code and Convention implementing the Schengen Agreement,***I,Leg,Draft legislative resolution,s,Papanikolaou,A7-0206/2013,2011/0051/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0206&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,598,31,60,25.0,11.0,248.0,56.0,11.0,74.0,173.0,0.0,0.439,0.355,0.908,0.982,0.333,0.892,0.887,0.0,1,0,0,0
4261,149.0,1,2013-06-12 00:00:00,Draft decision of the European Council establishing the composition of the European Parliament,***,Leg,Draft legislative resolution,s,"Gualtieri, Trzaskowski",A7-0213/2013,2013/0900/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0213&language=EN,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,vote: consent,1.0,,0,RCV,+,574,71,39,46.0,7.0,229.0,53.0,11.0,67.0,152.0,9.0,0.807,0.226,0.839,0.93,0.333,0.807,0.779,0.257,1,0,0,0
4279,150.0,1,13.06.2013,Re-use of public sector information,***I,Leg,Draft legislative resolution,s,Kalfin,A7-0404/2012,2011/0430/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0404&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,486,62,10,38.0,16.0,207.0,0.0,12.0,55.0,140.0,18.0,0.667,0.516,0.758,0.0,0.364,0.663,0.718,0.514,1,0,0,0
4317,151.0,1,02.07.2013,Staff Regulations of officials and Conditions of employment of other servants of the EU,***I,Leg,Draft legislative resolution,s,Roth-Behrendt,A7-0156/2012,2011/0455/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0156&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,522,150,39,1.0,8.0,253.0,0.0,11.0,72.0,173.0,4.0,0.018,0.258,0.927,0.0,0.333,0.867,0.887,0.114,1,0,0,0
4321,151.0,1,02.07.2013,Port State control,***I,Leg,Draft legislative resolution,s,Simpson,A7-0394/2012,2012/0062/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0394&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,679,20,13,49.0,12.0,262.0,56.0,20.0,73.0,177.0,30.0,0.86,0.387,0.96,0.982,0.606,0.88,0.908,0.857,1,0,0,0
4328,151.0,1,02.07.2013,Priority substances in the field of water policy,***I,Leg,Draft legislative resolution,s,Seeber,A7-0397/2012,2011/0429/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0397&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,646,51,14,43.0,18.0,259.0,55.0,22.0,72.0,177.0,0.0,0.754,0.581,0.949,0.965,0.667,0.867,0.908,0.0,1,0,0,0
4359,152.0,1,03.07.2013,Wheeled vehicules (Amendment of Decision 97/836/EC ('revised 1958 Agreement')),***,Leg,Draft legislative resolution,s,Moreira,A7-0192/2013,2012/0099/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0192&language=EN,Committee on International Trade,International trade,vote: consent,1.0,,0,RCV,+,664,12,17,50.0,21.0,252.0,52.0,14.0,72.0,174.0,29.0,0.877,0.677,0.923,0.912,0.424,0.867,0.892,0.829,1,0,0,0
4360,152.0,1,03.07.2013,Wheeled vehicules (Amendment of Council Decision 2000/125/EC ('parallel agreement'),***,Leg,Draft legislative resolution,s,Moreira,A7-0194/2013,2012/0098/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0194&language=EN,Committee on International Trade,International trade,vote: consent,1.0,,0,RCV,+,683,11,17,51.0,21.0,258.0,54.0,14.0,73.0,181.0,31.0,0.895,0.677,0.945,0.947,0.424,0.88,0.928,0.886,1,0,0,0
4362,152.0,1,03.07.2013,Investigations conducted by the European Anti Fraud Office (OLAF),***II,Leg,Draft legislative resolution,q,Gräßle,A7-0225/2013,2006/0084/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0225&language=EN,Committee on Budgetary Control,Budgetary control,Text as a whole,0.0,1-13=14-26=,"EPP, Greens/EFA",RCV,+,382,247,36,44.0,14.0,214.0,50.0,12.0,30.0,8.0,10.0,0.772,0.452,0.784,0.877,0.364,0.361,0.041,0.286,0,1,0,0
4363,152.0,1,03.07.2013,"Laws, regulations and administrative provisions relating to undertakings for collective investment in transferable securities",***I,Leg,Draft legislative resolution,s,Giegold,A7-0125/2013,2012/0168/COD,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+REPORT+A7-2013-0125+0+DOC+XML+V0//EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Text as a whole - block vote,0.0,1cp,,RCV,-,335,351,8,1.0,12.0,32.0,52.0,13.0,16.0,177.0,32.0,0.018,0.387,0.117,0.912,0.394,0.193,0.908,0.914,0,0,1,0
4421,153.0,1,04.07.2013,Attacks against information systems,***I,Leg,Draft legislative resolution,s,Hohlmeier,A7-0224/2013,2010/0273/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0224&language=EN,"Committee on Civil Liberties, Justice and Home Affairs",Foreign & security policy,vote: legislative resolution,1.0,,0,RCV,+,541,91,9,46.0,18.0,232.0,0.0,11.0,67.0,167.0,0.0,0.807,0.581,0.85,0.0,0.333,0.807,0.856,0.0,1,0,0,0
4531,154.0,1,10.09.2013,Amendment of Council Regulation (EC) No 850/98 concerning the conservation of fishery resources through technical measures for the protection of juveniles of marine organisms,***I,Leg,Draft legislative resolution,s,Niculescu,A7-0256/2013,2012/0208/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0256&language=EN,Committee on Fisherie,Fisheries,Single vote,1.0,,0,RCV,+,564,15,12,45.0,9.0,218.0,47.0,13.0,62.0,145.0,25.0,0.789,0.29,0.799,0.825,0.394,0.747,0.744,0.714,1,0,0,0
4535,154.0,1,10.09.2013,Right of access to a lawyer in criminal proceedings and right to communicate upon arrest,***I,Leg,Draft legislative resolution,s,Antonescu,A7-0228/2013,2011/0154/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0228&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,661,29,8,54.0,11.0,256.0,53.0,13.0,75.0,172.0,27.0,0.947,0.355,0.938,0.93,0.394,0.904,0.882,0.771,1,0,0,0
4538,154.0,1,10.09.2013,"Amendment of Council Regulation (EC) No 2187/2005 for the conservation of fishery through technical measures in the Baltic Sea, the Belts and the Sound",***I,Leg,Draft legislative resolution,s,Gróbarczyk,A7-0259/2013,2012/0285/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0259&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,,RCV,+,677,14,16,56.0,14.0,258.0,55.0,15.0,75.0,176.0,28.0,0.982,0.452,0.945,0.965,0.455,0.904,0.903,0.8,1,0,0,0
4585,155.0,1,11.09.2013,Collection of accountancy data on the incomes and business operation of agricultural holdings,***I,Leg,Draft legislative resolution,s, Scottà,A7-0179/2012,2011/0416/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0179&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,674,16,10,55.0,20.0,249.0,55.0,13.0,73.0,180.0,29.0,0.965,0.645,0.912,0.965,0.394,0.88,0.923,0.829,1,0,0,0
4586,155.0,1,11.09.2013,Amendment of food safety directives as regards the powers to be conferred on the Commission,***I,Leg,Draft legislative resolution,s,Groote,A7-0045/2013,2012/0075/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0045&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,670,16,10,54.0,18.0,247.0,55.0,13.0,73.0,180.0,30.0,0.947,0.581,0.905,0.965,0.394,0.88,0.923,0.857,1,0,0,0
